Fs=100
t,x
21.87,520
21.88,499
21.89,519
21.9,506
21.91,512
21.92,512
21.93,516
21.94,508
21.95,500
21.96,519
21.97,504
21.98,508
21.99,513
22,504
22.01,522
22.02,511
22.03,510
22.04,510
22.05,505
22.06,523
22.07,508
22.08,507
22.09,511
22.1,501
22.11,516
22.12,509
22.13,507
22.14,514
22.15,508
22.16,516
22.17,504
22.18,507
22.19,507
22.2,501
22.21,509
22.22,511
22.23,508
22.24,510
22.25,502
22.26,515
22.27,503
22.28,509
22.29,515
22.3,504
22.31,527
22.32,506
22.33,517
22.34,505
22.35,504
22.36,511
22.37,508
22.38,511
22.39,513
22.4,511
22.41,515
22.42,514
22.43,532
22.44,526
22.45,508
22.46,504
22.47,505
22.48,505
22.49,513
22.5,502
22.51,521
22.52,512
22.53,508
22.54,514
22.55,490
22.56,506
22.57,508
22.58,504
22.59,513
22.6,492
22.61,530
22.62,492
22.63,509
22.64,518
22.65,503
22.66,513
22.67,524
22.68,511
22.69,506
22.7,503
22.71,519
22.72,503
22.73,508
22.74,506
22.75,505
22.76,515
22.77,536
22.78,518
22.79,517
22.8,505
22.81,519
22.82,517
22.83,506
22.84,501
22.85,508
22.86,517
22.87,506
22.88,513
22.89,509
22.9,500
22.91,497
22.92,518
22.93,513
22.94,525
22.95,496
22.96,515
22.97,503
22.98,517
22.99,526
23,512
23.01,515
23.02,509
23.03,510
23.04,511
23.05,520
23.06,498
23.07,508
23.08,511
23.09,516
23.1,505
23.11,521
23.12,474
23.13,515
23.14,452
23.15,504
23.16,492
23.17,435
23.18,507
23.19,525
23.2,531
23.21,507
23.22,436
23.23,520
23.24,527
23.25,497
23.26,520
23.27,524
23.28,464
23.29,560
23.3,563
23.31,530
