Fs=100
t,x
21.75,513
21.76,516
21.77,516
21.78,515
21.79,511
21.8,506
21.81,503
21.82,501
21.83,502
21.84,503
21.85,500
21.86,502
21.87,502
21.88,503
21.89,504
21.9,496
21.91,498
21.92,539
21.93,584
21.94,569
21.95,506
21.96,457
21.97,480
21.98,492
21.99,495
22,494
22.01,497
22.02,498
22.03,503
22.04,504
22.05,503
22.06,506
22.07,508
22.08,509
22.09,512
22.1,510
22.11,511
22.12,511
22.13,513
22.14,513
22.15,512
22.16,517
22.17,519
22.18,518
22.19,513
22.2,507
22.21,504
22.22,496
22.23,491
22.24,488
22.25,487
22.26,490
22.27,492
22.28,492
22.29,494
22.3,495
22.31,497
22.32,498
22.33,499
22.34,501
22.35,500
22.36,501
22.37,500
22.38,502
22.39,505
22.4,503
22.41,504
22.42,504
22.43,504
22.44,505
22.45,504
22.46,508
22.47,505
22.48,506
22.49,508
22.5,505
22.51,507
22.52,506
22.53,509
22.54,508
22.55,505
22.56,507
22.57,506
22.58,508
22.59,508
22.6,504
22.61,507
22.62,506
22.63,507
22.64,508
22.65,505
22.66,508
22.67,508
22.68,507
22.69,508
22.7,506
22.71,507
22.72,505
22.73,508
22.74,514
22.75,514
22.76,516
22.77,515
22.78,514
22.79,512
22.8,504
22.81,501
22.82,499
22.83,502
22.84,504
22.85,503
22.86,504
22.87,504
22.88,505
22.89,507
22.9,493
22.91,513
22.92,559
22.93,591
22.94,547
22.95,483
22.96,461
22.97,486
22.98,489
22.99,494
23,494
23.01,497
23.02,498
23.03,502
23.04,504
23.05,503
23.06,505
23.07,507
23.08,508
23.09,512
23.1,511
23.11,512
23.12,512
23.13,514
23.14,514
23.15,513
23.16,517
23.17,518
23.18,515
23.19,512
23.2,506
23.21,503
23.22,491
23.23,489
23.24,487
23.25,489
23.26,491
23.27,492
23.28,494
23.29,497
23.3,496
23.31,497
